id	window	forward_repeat_number	reverse_repeat_number	telomeric_repeat
4	13730000	4	4	AACCT
4	13740000	5	7	AACCT
4	13750000	5	7	AACCT
4	13760000	12	8	AACCT
4	13770000	7	8	AACCT
4	13780000	7	6	AACCT
4	13790000	10	5	AACCT
4	13800000	6	8	AACCT
4	13810000	7	7	AACCT
4	13820000	6	5	AACCT
4	13830000	4	5	AACCT
4	13840000	5	7	AACCT
4	13850000	7	8	AACCT
4	13860000	10	5	AACCT
4	13870000	6	4	AACCT
4	13880000	8	8	AACCT
4	13890000	4	12	AACCT
4	13900000	9	17	AACCT
4	13910000	16	13	AACCT
4	13920000	8	5	AACCT
4	13930000	14	6	AACCT
4	13940000	17	11	AACCT
4	13950000	15	5	AACCT
4	13960000	9	7	AACCT
4	13970000	6	5	AACCT
4	13980000	9	12	AACCT
4	13990000	11	8	AACCT
4	14000000	16	9	AACCT
4	14010000	6	9	AACCT
4	14020000	9	14	AACCT
4	14030000	8	5	AACCT
4	14040000	8	10	AACCT
4	14050000	5	12	AACCT
4	14060000	13	8	AACCT
4	14070000	11	12	AACCT
4	14080000	15	12	AACCT
4	14090000	5	9	AACCT
4	14100000	10	14	AACCT
4	14110000	10	15	AACCT
4	14120000	7	12	AACCT
4	14130000	11	9	AACCT
4	14140000	12	11	AACCT
4	14150000	12	6	AACCT
4	14160000	12	12	AACCT
4	14170000	6	17	AACCT
4	14180000	5	5	AACCT
4	14190000	8	9	AACCT
4	14200000	8	5	AACCT
4	14210000	4	7	AACCT
4	14220000	9	7	AACCT
4	14230000	11	11	AACCT
4	14240000	7	7	AACCT
4	14250000	14	13	AACCT
4	14260000	17	12	AACCT
4	14270000	10	9	AACCT
4	14280000	6	3	AACCT
4	14290000	13	8	AACCT
4	14300000	10	10	AACCT
4	14310000	12	7	AACCT
4	14320000	13	6	AACCT
4	14330000	11	9	AACCT
4	14340000	7	6	AACCT
4	14350000	9	11	AACCT
4	14360000	5	10	AACCT
4	14370000	6	10	AACCT
4	14380000	6	4	AACCT
4	14390000	6	10	AACCT
4	14400000	1	5	AACCT
4	14410000	8	7	AACCT
4	14420000	7	11	AACCT
4	14430000	8	15	AACCT
4	14440000	6	9	AACCT
4	14450000	7	13	AACCT
4	14460000	8	5	AACCT
4	14470000	4	7	AACCT
4	14480000	6	7	AACCT
4	14490000	6	5	AACCT
4	14500000	9	8	AACCT
4	14510000	12	14	AACCT
4	14520000	7	10	AACCT
4	14530000	12	9	AACCT
4	14540000	8	9	AACCT
4	14550000	9	9	AACCT
4	14560000	14	8	AACCT
4	14570000	8	5	AACCT
4	14580000	10	6	AACCT
4	14590000	6	8	AACCT
4	14600000	5	6	AACCT
4	14610000	3	8	AACCT
4	14620000	8	5	AACCT
4	14630000	4	5	AACCT
4	14640000	4	5	AACCT
4	14650000	4	8	AACCT
4	14660000	6	7	AACCT
4	14670000	5	10	AACCT
4	14680000	3	7	AACCT
4	14690000	8	3	AACCT
4	14700000	5	5	AACCT
4	14710000	8	8	AACCT
4	14720000	5	6	AACCT
4	14730000	6	218	AACCT
4	14736413	0	587	AACCT
5	10000	655	1	AACCT
5	20000	6	7	AACCT
5	30000	5	4	AACCT
5	40000	6	12	AACCT
5	50000	11	7	AACCT
5	60000	9	6	AACCT
5	70000	2	8	AACCT
5	80000	3	4	AACCT
5	90000	8	6	AACCT
5	100000	9	4	AACCT
5	110000	8	6	AACCT
5	120000	6	4	AACCT
5	130000	4	7	AACCT
5	140000	8	8	AACCT
5	150000	4	9	AACCT
5	160000	7	5	AACCT
5	170000	6	8	AACCT
5	180000	11	6	AACCT
5	190000	11	6	AACCT
5	200000	6	7	AACCT
5	210000	5	13	AACCT
5	220000	5	7	AACCT
5	230000	9	6	AACCT
5	240000	7	10	AACCT
5	250000	1	11	AACCT
5	260000	9	3	AACCT
5	270000	9	8	AACCT
5	280000	8	13	AACCT
5	290000	9	8	AACCT
5	300000	6	8	AACCT
5	310000	7	11	AACCT
5	320000	5	4	AACCT
5	330000	5	9	AACCT
5	340000	6	5	AACCT
5	350000	5	10	AACCT
5	360000	9	7	AACCT
5	370000	9	3	AACCT
5	380000	7	3	AACCT
5	390000	6	7	AACCT
5	400000	11	7	AACCT
5	410000	10	9	AACCT
5	420000	5	7	AACCT
5	430000	3	9	AACCT
5	440000	5	4	AACCT
5	450000	5	6	AACCT
5	460000	6	6	AACCT
5	470000	6	6	AACCT
5	480000	4	7	AACCT
5	490000	9	6	AACCT
5	500000	5	8	AACCT
5	510000	6	9	AACCT
5	520000	7	1	AACCT
5	530000	9	7	AACCT
5	540000	6	12	AACCT
5	550000	11	3	AACCT
5	560000	7	11	AACCT
5	570000	11	6	AACCT
5	580000	3	7	AACCT
5	590000	9	8	AACCT
5	600000	5	7	AACCT
5	610000	5	10	AACCT
5	620000	4	9	AACCT
5	630000	5	4	AACCT
5	640000	5	11	AACCT
5	650000	10	11	AACCT
5	660000	8	9	AACCT
5	670000	4	6	AACCT
5	680000	10	9	AACCT
5	690000	11	3	AACCT
5	700000	6	7	AACCT
5	710000	12	7	AACCT
5	720000	8	6	AACCT
5	730000	5	2	AACCT
5	740000	12	6	AACCT
5	750000	7	3	AACCT
5	760000	9	8	AACCT
5	770000	7	12	AACCT
5	780000	11	2	AACCT
5	790000	8	8	AACCT
5	800000	5	11	AACCT
5	810000	6	5	AACCT
5	820000	7	5	AACCT
5	830000	7	7	AACCT
5	840000	7	6	AACCT
5	850000	8	5	AACCT
5	860000	4	9	AACCT
5	870000	6	12	AACCT
5	880000	5	7	AACCT
5	890000	7	6	AACCT
5	900000	8	8	AACCT
5	910000	8	8	AACCT
5	920000	11	9	AACCT
5	930000	12	7	AACCT
5	940000	5	7	AACCT
5	950000	7	11	AACCT
5	960000	6	6	AACCT
5	970000	6	5	AACCT
5	980000	9	11	AACCT
5	990000	5	4	AACCT
5	1000000	5	4	AACCT
5	1010000	12	12	AACCT
5	1020000	6	12	AACCT
5	1030000	6	4	AACCT
5	1040000	9	4	AACCT
5	1050000	6	10	AACCT
5	1060000	10	9	AACCT
5	1070000	12	4	AACCT
5	1080000	7	4	AACCT
5	1090000	15	5	AACCT
5	1100000	5	5	AACCT
5	1110000	8	9	AACCT
5	1120000	3	4	AACCT
5	1130000	7	4	AACCT
5	1140000	11	5	AACCT
5	1150000	6	9	AACCT
5	1160000	7	7	AACCT
5	1170000	7	8	AACCT
5	1180000	10	4	AACCT
5	1190000	6	8	AACCT
5	1200000	11	12	AACCT
5	1210000	10	5	AACCT
5	1220000	12	10	AACCT
5	1230000	7	7	AACCT
5	1240000	7	8	AACCT
5	1250000	1	12	AACCT
5	1260000	8	5	AACCT
5	1270000	9	7	AACCT
5	1280000	9	6	AACCT
5	1290000	4	8	AACCT
5	1300000	6	6	AACCT
5	1310000	3	8	AACCT
5	1320000	5	6	AACCT
5	1330000	4	7	AACCT
5	1340000	6	7	AACCT
5	1350000	8	2	AACCT
5	1360000	3	4	AACCT
5	1370000	6	6	AACCT
5	1380000	4	10	AACCT
5	1390000	9	5	AACCT
5	1400000	6	6	AACCT
5	1410000	5	7	AACCT
5	1420000	9	5	AACCT
5	1430000	5	6	AACCT
5	1440000	9	8	AACCT
5	1450000	3	7	AACCT
5	1460000	7	5	AACCT
5	1470000	4	13	AACCT
5	1480000	5	7	AACCT
5	1490000	3	5	AACCT
5	1500000	5	4	AACCT
5	1510000	4	5	AACCT
5	1520000	3	9	AACCT
5	1530000	6	7	AACCT
5	1540000	5	12	AACCT
5	1550000	6	2	AACCT
5	1560000	6	5	AACCT
5	1570000	13	7	AACCT
5	1580000	3	1	AACCT
5	1590000	5	7	AACCT
5	1600000	8	11	AACCT
5	1610000	5	10	AACCT
5	1620000	5	6	AACCT
5	1630000	9	7	AACCT
5	1640000	8	8	AACCT
5	1650000	13	5	AACCT
5	1660000	9	14	AACCT
5	1670000	7	3	AACCT
5	1680000	9	8	AACCT
5	1690000	6	7	AACCT
5	1700000	9	9	AACCT
5	1710000	4	6	AACCT
5	1720000	11	1	AACCT
5	1730000	7	8	AACCT
5	1740000	7	11	AACCT
5	1750000	5	8	AACCT
5	1760000	8	12	AACCT
5	1770000	5	13	AACCT
5	1780000	9	6	AACCT
5	1790000	6	5	AACCT
5	1800000	8	6	AACCT
5	1810000	8	9	AACCT
5	1820000	7	10	AACCT
5	1830000	5	13	AACCT
5	1840000	8	9	AACCT
5	1850000	4	13	AACCT
5	1860000	8	14	AACCT
5	1870000	11	10	AACCT
5	1880000	6	8	AACCT
5	1890000	6	13	AACCT
5	1900000	6	6	AACCT
5	1910000	2	4	AACCT
5	1920000	8	8	AACCT
5	1930000	6	8	AACCT
5	1940000	12	7	AACCT
5	1950000	11	9	AACCT
5	1960000	7	8	AACCT
5	1970000	5	10	AACCT
5	1980000	9	13	AACCT
5	1990000	5	6	AACCT
5	2000000	10	5	AACCT
5	2010000	2	4	AACCT
5	2020000	5	3	AACCT
5	2030000	8	3	AACCT
5	2040000	8	8	AACCT
5	2050000	7	6	AACCT
5	2060000	6	5	AACCT
5	2070000	3	5	AACCT
5	2080000	8	7	AACCT
5	2090000	6	7	AACCT
5	2100000	8	7	AACCT
5	2110000	6	10	AACCT
5	2120000	7	7	AACCT
5	2130000	11	5	AACCT
5	2140000	5	11	AACCT
5	2150000	7	8	AACCT
5	2160000	5	10	AACCT
5	2170000	7	6	AACCT
5	2180000	4	8	AACCT
5	2190000	8	4	AACCT
5	2200000	9	8	AACCT
5	2210000	3	15	AACCT
5	2220000	7	8	AACCT
5	2230000	5	7	AACCT
5	2240000	6	11	AACCT
5	2250000	10	8	AACCT
5	2260000	6	5	AACCT
5	2270000	8	5	AACCT
5	2280000	6	8	AACCT
5	2290000	2	12	AACCT
5	2300000	3	6	AACCT
5	2310000	3	11	AACCT
5	2320000	8	7	AACCT
5	2330000	3	8	AACCT
5	2340000	7	9	AACCT
5	2350000	8	8	AACCT
5	2360000	6	7	AACCT
5	2370000	10	12	AACCT
5	2380000	8	7	AACCT
5	2390000	6	8	AACCT
5	2400000	5	8	AACCT
5	2410000	9	6	AACCT
5	2420000	9	7	AACCT
5	2430000	6	5	AACCT
5	2440000	6	8	AACCT
5	2450000	4	7	AACCT
5	2460000	8	5	AACCT
5	2470000	2	6	AACCT
5	2480000	5	5	AACCT
5	2490000	13	6	AACCT
5	2500000	6	4	AACCT
5	2510000	9	7	AACCT
5	2520000	4	3	AACCT
5	2530000	4	8	AACCT
5	2540000	6	9	AACCT
5	2550000	5	6	AACCT
5	2560000	9	9	AACCT
5	2570000	6	3	AACCT
5	2580000	8	1	AACCT
5	2590000	11	2	AACCT
5	2600000	5	7	AACCT
5	2610000	6	5	AACCT
5	2620000	8	4	AACCT
5	2630000	7	13	AACCT
5	2640000	7	10	AACCT
5	2650000	3	15	AACCT
5	2660000	5	7	AACCT
5	2670000	8	5	AACCT
5	2680000	6	7	AACCT
5	2690000	9	4	AACCT
5	2700000	5	9	AACCT
5	2710000	5	8	AACCT
5	2720000	3	7	AACCT
5	2730000	12	4	AACCT
5	2740000	7	6	AACCT
5	2750000	7	7	AACCT
5	2760000	3	9	AACCT
5	2770000	9	9	AACCT
5	2780000	7	11	AACCT
5	2790000	7	6	AACCT
5	2800000	6	11	AACCT
5	2810000	10	5	AACCT
5	2820000	9	13	AACCT
5	2830000	6	9	AACCT
5	2840000	5	7	AACCT
5	2850000	7	2	AACCT
5	2860000	7	2	AACCT
5	2870000	5	4	AACCT
5	2880000	10	11	AACCT
5	2890000	4	2	AACCT
5	2900000	7	5	AACCT
5	2910000	6	12	AACCT
5	2920000	7	5	AACCT
5	2930000	9	8	AACCT
5	2940000	8	6	AACCT
5	2950000	8	3	AACCT
5	2960000	3	6	AACCT
5	2970000	5	7	AACCT
5	2980000	10	7	AACCT
5	2990000	7	5	AACCT
5	3000000	13	11	AACCT
5	3010000	10	8	AACCT
5	3020000	9	4	AACCT
5	3030000	4	9	AACCT
5	3040000	8	3	AACCT
5	3050000	8	6	AACCT
5	3060000	4	3	AACCT
5	3070000	7	7	AACCT
5	3080000	1	7	AACCT
5	3090000	5	16	AACCT
5	3100000	5	19	AACCT
5	3110000	7	9	AACCT
5	3120000	7	1	AACCT
5	3130000	5	11	AACCT
5	3140000	7	12	AACCT
5	3150000	14	9	AACCT
5	3160000	10	5	AACCT
5	3170000	7	5	AACCT
5	3180000	4	6	AACCT
5	3190000	6	5	AACCT
5	3200000	7	6	AACCT
5	3210000	10	7	AACCT
5	3220000	14	9	AACCT
5	3230000	9	9	AACCT
5	3240000	5	9	AACCT
5	3250000	8	4	AACCT
5	3260000	9	6	AACCT
5	3270000	9	8	AACCT
5	3280000	8	2	AACCT
5	3290000	5	5	AACCT
5	3300000	7	4	AACCT
5	3310000	6	4	AACCT
5	3320000	7	4	AACCT
5	3330000	10	3	AACCT
5	3340000	10	6	AACCT
5	3350000	6	4	AACCT
5	3360000	11	5	AACCT
5	3370000	7	10	AACCT
5	3380000	8	10	AACCT
5	3390000	9	9	AACCT
5	3400000	9	7	AACCT
5	3410000	11	3	AACCT
5	3420000	8	7	AACCT
5	3430000	6	10	AACCT
5	3440000	2	6	AACCT
5	3450000	3	4	AACCT
5	3460000	9	10	AACCT
5	3470000	7	9	AACCT
5	3480000	14	4	AACCT
5	3490000	5	4	AACCT
5	3500000	6	9	AACCT
5	3510000	4	12	AACCT
5	3520000	5	6	AACCT
5	3530000	7	3	AACCT
5	3540000	7	6	AACCT
5	3550000	7	3	AACCT
5	3560000	3	7	AACCT
5	3570000	8	5	AACCT
5	3580000	4	5	AACCT
5	3590000	9	11	AACCT
5	3600000	10	5	AACCT
5	3610000	9	8	AACCT
5	3620000	8	5	AACCT
5	3630000	6	7	AACCT
5	3640000	5	6	AACCT
5	3650000	3	9	AACCT
5	3660000	5	4	AACCT
5	3670000	7	11	AACCT
5	3680000	4	9	AACCT
5	3690000	8	6	AACCT
5	3700000	8	9	AACCT
5	3710000	5	5	AACCT
5	3720000	3	7	AACCT
5	3730000	9	3	AACCT
5	3740000	6	6	AACCT
5	3750000	4	6	AACCT
5	3760000	5	8	AACCT
5	3770000	4	8	AACCT
5	3780000	4	5	AACCT
5	3790000	8	8	AACCT
5	3800000	4	2	AACCT
5	3810000	5	8	AACCT
5	3820000	9	8	AACCT
5	3830000	8	12	AACCT
5	3840000	7	7	AACCT
5	3850000	3	8	AACCT
5	3860000	4	6	AACCT
5	3870000	3	5	AACCT
5	3880000	6	3	AACCT
5	3890000	6	6	AACCT
5	3900000	3	8	AACCT
5	3910000	3	8	AACCT
5	3920000	7	7	AACCT
5	3930000	5	9	AACCT
5	3940000	9	7	AACCT
5	3950000	3	8	AACCT
5	3960000	5	8	AACCT
5	3970000	9	6	AACCT
5	3980000	5	8	AACCT
5	3990000	10	6	AACCT
5	4000000	6	7	AACCT
5	4010000	7	9	AACCT
5	4020000	3	6	AACCT
5	4030000	3	6	AACCT
5	4040000	5	10	AACCT
5	4050000	8	7	AACCT
5	4060000	4	9	AACCT
5	4070000	5	5	AACCT
5	4080000	7	7	AACCT
5	4090000	8	5	AACCT
5	4100000	12	5	AACCT
5	4110000	8	7	AACCT
5	4120000	7	7	AACCT
5	4130000	4	6	AACCT
5	4140000	10	5	AACCT
5	4150000	4	6	AACCT
5	4160000	8	10	AACCT
5	4170000	6	10	AACCT
5	4180000	5	5	AACCT
5	4190000	6	7	AACCT
5	4200000	2	13	AACCT
5	4210000	3	7	AACCT
5	4220000	7	7	AACCT
5	4230000	9	7	AACCT
5	4240000	7	15	AACCT
5	4250000	5	11	AACCT
5	4260000	7	11	AACCT
5	4270000	6	10	AACCT
5	4280000	5	8	AACCT
5	4290000	6	6	AACCT
5	4300000	6	3	AACCT
5	4310000	9	8	AACCT
5	4320000	2	6	AACCT
5	4330000	12	6	AACCT
5	4340000	2	10	AACCT
5	4350000	8	6	AACCT
5	4360000	6	2	AACCT
5	4370000	6	4	AACCT
5	4380000	7	3	AACCT
5	4390000	7	7	AACCT
5	4400000	6	8	AACCT
5	4410000	4	4	AACCT
5	4420000	7	6	AACCT
5	4430000	7	4	AACCT
5	4440000	15	4	AACCT
5	4450000	8	9	AACCT
5	4460000	3	3	AACCT
5	4470000	4	5	AACCT
5	4480000	7	8	AACCT
5	4490000	4	2	AACCT
5	4500000	5	6	AACCT
5	4510000	7	6	AACCT
5	4520000	9	2	AACCT
5	4530000	7	2	AACCT
5	4540000	7	10	AACCT
5	4550000	6	10	AACCT
5	4560000	6	2	AACCT
5	4570000	8	3	AACCT
5	4580000	5	7	AACCT
5	4590000	8	7	AACCT
5	4600000	9	6	AACCT
5	4610000	5	7	AACCT
5	4620000	3	3	AACCT
5	4630000	4	8	AACCT
5	4640000	6	1	AACCT
5	4650000	9	3	AACCT
5	4660000	3	10	AACCT
5	4670000	5	3	AACCT
5	4680000	7	3	AACCT
5	4690000	7	7	AACCT
5	4700000	7	6	AACCT
5	4710000	4	13	AACCT
5	4720000	6	5	AACCT
5	4730000	7	11	AACCT
5	4740000	3	2	AACCT
5	4750000	3	5	AACCT
5	4760000	6	8	AACCT
5	4770000	11	7	AACCT
5	4780000	7	4	AACCT
5	4790000	8	12	AACCT
5	4800000	3	8	AACCT
5	4810000	12	8	AACCT
5	4820000	3	10	AACCT
5	4830000	6	8	AACCT
5	4840000	7	8	AACCT
5	4850000	7	5	AACCT
5	4860000	7	10	AACCT
5	4870000	8	6	AACCT
5	4880000	11	10	AACCT
5	4890000	3	11	AACCT
5	4900000	5	8	AACCT
5	4910000	15	4	AACCT
5	4920000	7	13	AACCT
5	4930000	9	8	AACCT
5	4940000	13	7	AACCT
5	4950000	10	4	AACCT
5	4960000	3	4	AACCT
5	4970000	10	12	AACCT
5	4980000	9	12	AACCT
5	4990000	7	11	AACCT
5	5000000	13	5	AACCT
5	5010000	5	5	AACCT
5	5020000	12	8	AACCT
5	5030000	6	9	AACCT
5	5040000	9	6	AACCT
5	5050000	10	6	AACCT
5	5060000	6	11	AACCT
5	5070000	2	4	AACCT
5	5080000	7	8	AACCT
5	5090000	4	3	AACCT
5	5100000	13	5	AACCT
5	5110000	9	6	AACCT
5	5120000	8	6	AACCT
5	5130000	8	7	AACCT
5	5140000	4	10	AACCT
5	5150000	12	7	AACCT
5	5160000	5	6	AACCT
5	5170000	7	6	AACCT
5	5180000	5	7	AACCT
5	5190000	12	13	AACCT
5	5200000	5	6	AACCT
5	5210000	8	6	AACCT
5	5220000	7	5	AACCT
5	5230000	6	6	AACCT
5	5240000	11	3	AACCT
5	5250000	6	8	AACCT
5	5260000	7	9	AACCT
5	5270000	4	3	AACCT
5	5280000	8	5	AACCT
5	5290000	11	9	AACCT
5	5300000	9	11	AACCT
5	5310000	5	5	AACCT
5	5320000	8	4	AACCT
5	5330000	6	3	AACCT
5	5340000	3	6	AACCT
5	5350000	4	7	AACCT
5	5360000	7	6	AACCT
5	5370000	11	4	AACCT
5	5380000	8	12	AACCT
5	5390000	4	6	AACCT
5	5400000	1	8	AACCT
5	5410000	6	6	AACCT
5	5420000	4	7	AACCT
5	5430000	5	9	AACCT
5	5440000	10	6	AACCT
5	5450000	7	11	AACCT
5	5460000	5	4	AACCT
5	5470000	8	7	AACCT
5	5480000	8	5	AACCT
5	5490000	6	8	AACCT
5	5500000	10	7	AACCT
5	5510000	9	4	AACCT
5	5520000	6	5	AACCT
5	5530000	5	3	AACCT
5	5540000	13	8	AACCT
5	5550000	7	3	AACCT
5	5560000	11	7	AACCT
5	5570000	9	8	AACCT
5	5580000	10	9	AACCT
5	5590000	8	5	AACCT
5	5600000	3	6	AACCT
5	5610000	6	4	AACCT
5	5620000	6	6	AACCT
5	5630000	12	7	AACCT
5	5640000	7	8	AACCT
5	5650000	4	9	AACCT
5	5660000	5	3	AACCT
5	5670000	4	9	AACCT
5	5680000	8	1	AACCT
5	5690000	5	6	AACCT
5	5700000	13	4	AACCT
5	5710000	7	4	AACCT
5	5720000	14	6	AACCT
5	5730000	6	1	AACCT
5	5740000	12	9	AACCT
5	5750000	7	9	AACCT
5	5760000	1	3	AACCT
5	5770000	11	3	AACCT
5	5780000	7	10	AACCT
5	5790000	5	2	AACCT
5	5800000	9	15	AACCT
5	5810000	11	9	AACCT
5	5820000	8	9	AACCT
5	5830000	20	3	AACCT
5	5840000	6	13	AACCT
5	5850000	6	8	AACCT
5	5860000	10	8	AACCT
5	5870000	5	10	AACCT
5	5880000	10	5	AACCT
5	5890000	11	7	AACCT
5	5900000	7	8	AACCT
5	5910000	5	9	AACCT
5	5920000	5	8	AACCT
5	5930000	6	10	AACCT
5	5940000	10	8	AACCT
5	5950000	9	4	AACCT
5	5960000	9	5	AACCT
5	5970000	8	4	AACCT
5	5980000	7	3	AACCT
5	5990000	6	6	AACCT
5	6000000	10	5	AACCT
5	6010000	6	8	AACCT
5	6020000	9	7	AACCT
5	6030000	5	9	AACCT
5	6040000	6	2	AACCT
5	6050000	4	6	AACCT
5	6060000	6	6	AACCT
5	6070000	3	6	AACCT
5	6080000	6	6	AACCT
5	6090000	7	8	AACCT
5	6100000	7	7	AACCT
5	6110000	5	6	AACCT
5	6120000	5	5	AACCT
5	6130000	8	8	AACCT
5	6140000	9	9	AACCT
5	6150000	6	11	AACCT
5	6160000	10	11	AACCT
5	6170000	9	6	AACCT
5	6180000	6	5	AACCT
5	6190000	6	10	AACCT
5	6200000	8	6	AACCT
5	6210000	6	9	AACCT
5	6220000	5	4	AACCT
5	6230000	5	9	AACCT
5	6240000	4	9	AACCT
5	6250000	3	6	AACCT
5	6260000	9	2	AACCT
5	6270000	11	3	AACCT
5	6280000	4	16	AACCT
5	6290000	8	3	AACCT
5	6300000	5	6	AACCT
5	6310000	6	1	AACCT
5	6320000	7	2	AACCT
5	6330000	6	9	AACCT
5	6340000	6	5	AACCT
5	6350000	3	10	AACCT
5	6360000	8	9	AACCT
5	6370000	9	4	AACCT
5	6380000	7	9	AACCT
5	6390000	4	5	AACCT
5	6400000	6	9	AACCT
5	6410000	8	1	AACCT
5	6420000	6	7	AACCT
5	6430000	3	7	AACCT
5	6440000	6	5	AACCT
5	6450000	5	4	AACCT
5	6460000	8	5	AACCT
5	6470000	9	13	AACCT
5	6480000	3	4	AACCT
5	6490000	7	5	AACCT
5	6500000	3	8	AACCT
5	6510000	3	10	AACCT
5	6520000	9	14	AACCT
5	6530000	12	9	AACCT
5	6540000	12	4	AACCT
5	6550000	9	8	AACCT
5	6560000	3	15	AACCT
5	6570000	10	4	AACCT
5	6580000	3	11	AACCT
5	6590000	7	11	AACCT
5	6600000	4	10	AACCT
5	6610000	6	18	AACCT
5	6620000	4	15	AACCT
5	6630000	10	10	AACCT
5	6640000	4	5	AACCT
5	6650000	0	5	AACCT
5	6660000	7	5	AACCT
5	6670000	6	4	AACCT
5	6680000	6	9	AACCT
5	6690000	3	10	AACCT
5	6700000	11	4	AACCT
5	6710000	3	6	AACCT
5	6720000	7	11	AACCT
5	6730000	8	14	AACCT
5	6740000	15	7	AACCT
5	6750000	4	13	AACCT
5	6760000	8	12	AACCT
5	6770000	10	11	AACCT
5	6780000	2	7	AACCT
5	6790000	7	6	AACCT
5	6800000	7	8	AACCT
5	6810000	14	2	AACCT
5	6820000	7	9	AACCT
5	6830000	7	5	AACCT
5	6840000	11	9	AACCT
5	6850000	15	6	AACCT
5	6860000	9	8	AACCT
5	6870000	8	9	AACCT
5	6880000	12	11	AACCT
5	6890000	6	7	AACCT
5	6900000	14	7	AACCT
5	6910000	7	7	AACCT
5	6920000	10	9	AACCT
5	6930000	14	8	AACCT
5	6940000	8	8	AACCT
5	6950000	9	5	AACCT
5	6960000	9	3	AACCT
5	6970000	9	10	AACCT
5	6980000	12	8	AACCT
5	6990000	8	5	AACCT
5	7000000	14	6	AACCT
5	7010000	7	8	AACCT
5	7020000	6	8	AACCT
5	7030000	10	13	AACCT
5	7040000	5	3	AACCT
5	7050000	4	7	AACCT
5	7060000	10	5	AACCT
5	7070000	9	7	AACCT
5	7080000	9	5	AACCT
5	7090000	6	8	AACCT
5	7100000	3	7	AACCT
5	7110000	5	4	AACCT
5	7120000	7	7	AACCT
5	7130000	5	4	AACCT
5	7140000	4	7	AACCT
5	7150000	8	2	AACCT
5	7160000	1	6	AACCT
5	7170000	9	9	AACCT
5	7180000	7	10	AACCT
5	7190000	9	5	AACCT
5	7200000	5	10	AACCT
5	7210000	14	8	AACCT
5	7220000	6	4	AACCT
5	7230000	7	7	AACCT
5	7240000	2	12	AACCT
5	7250000	6	4	AACCT
5	7260000	12	7	AACCT
5	7270000	7	5	AACCT
5	7280000	12	6	AACCT
5	7290000	8	5	AACCT
5	7300000	7	7	AACCT
5	7310000	9	13	AACCT
5	7320000	12	7	AACCT
5	7330000	13	10	AACCT
5	7340000	7	8	AACCT
5	7350000	6	4	AACCT
5	7360000	6	5	AACCT
5	7370000	7	12	AACCT
5	7380000	8	9	AACCT
5	7390000	9	11	AACCT
5	7400000	4	7	AACCT
5	7410000	10	15	AACCT
5	7420000	3	10	AACCT
5	7430000	9	8	AACCT
5	7440000	10	5	AACCT
5	7450000	9	4	AACCT
5	7460000	8	14	AACCT
5	7470000	7	5	AACCT
5	7480000	7	7	AACCT
5	7490000	3	2	AACCT
5	7500000	5	9	AACCT
5	7510000	4	16	AACCT
5	7520000	0	9	AACCT
5	7530000	1	6	AACCT
5	7540000	1	0	AACCT
5	7550000	3	3	AACCT
5	7560000	1	2	AACCT
5	7570000	2	3	AACCT
5	7580000	1	4	AACCT
5	7590000	1	5	AACCT
5	7600000	3	3	AACCT
5	7610000	3	2	AACCT
5	7620000	4	2	AACCT
5	7630000	1	2	AACCT
5	7640000	0	4	AACCT
5	7650000	1	7	AACCT
5	7660000	0	4	AACCT
5	7670000	0	2	AACCT
5	7680000	0	2	AACCT
5	7690000	0	2	AACCT
5	7700000	0	1	AACCT
5	7710000	0	1	AACCT
5	7720000	0	3	AACCT
5	7730000	3	2	AACCT
5	7740000	5	5	AACCT
5	7750000	2	16	AACCT
5	7760000	3	8	AACCT
5	7770000	4	17	AACCT
5	7780000	8	24	AACCT
5	7790000	6	20	AACCT
5	7800000	3	11	AACCT
5	7810000	6	7	AACCT
5	7820000	4	8	AACCT
5	7830000	6	9	AACCT
5	7840000	5	10	AACCT
5	7850000	8	12	AACCT
5	7860000	7	9	AACCT
5	7870000	12	9	AACCT
5	7880000	11	13	AACCT
5	7890000	8	9	AACCT
5	7900000	4	14	AACCT
5	7910000	7	11	AACCT
5	7920000	14	9	AACCT
5	7930000	14	10	AACCT
5	7940000	16	4	AACCT
5	7950000	10	4	AACCT
5	7960000	8	4	AACCT
5	7970000	12	2	AACCT
5	7980000	1	0	AACCT
5	7990000	6	3	AACCT
5	8000000	9	4	AACCT
5	8010000	12	3	AACCT
5	8020000	9	2	AACCT
5	8030000	8	4	AACCT
5	8040000	8	9	AACCT
5	8050000	16	6	AACCT
5	8060000	7	2	AACCT
5	8070000	22	6	AACCT
5	8080000	5	1	AACCT
5	8090000	3	0	AACCT
5	8100000	0	0	AACCT
5	8110000	2	0	AACCT
5	8120000	6	0	AACCT
5	8130000	8	0	AACCT
5	8140000	2	0	AACCT
5	8150000	7	4	AACCT
5	8160000	6	0	AACCT
5	8170000	2	1	AACCT
5	8180000	0	1	AACCT
5	8190000	3	1	AACCT
5	8200000	5	0	AACCT
5	8210000	3	0	AACCT
5	8220000	2	0	AACCT
5	8230000	5	0	AACCT
5	8240000	2	0	AACCT
5	8250000	3	0	AACCT
5	8260000	2	5	AACCT
5	8270000	2	2	AACCT
5	8280000	4	4	AACCT
5	8290000	9	6	AACCT
5	8300000	7	4	AACCT
5	8310000	3	4	AACCT
5	8320000	3	3	AACCT
5	8330000	4	4	AACCT
5	8340000	5	4	AACCT
5	8350000	4	1	AACCT
